Á¾¸ñÄÚµå,Á¾¸ñ¸í,½ÃÀå±¸ºÐ,¼Ò¼ÓºÎ,Á¾°¡,´ëºñ,µî¶ô·ü,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®,°Å·¡´ë±Ý,½Ã°¡ÃÑ¾×,»óÀåÁÖ½Ä¼ö
"016590","½Å´ë¾çÁ¦Áö","KOSPI",,"92500","-2300","-2.43","94400","96100","92500","10050","941318900","372754835000","4029782"
"290520","½Åµµ±â¿¬","KOSDAQ","¿ì·®±â¾÷ºÎ","16300","150","0.93","16250","16600","15750","19899","322569250","131398864000","8061280"
"029530","½Åµµ¸®ÄÚ","KOSPI",,"32400","250","0.78","31850","32450","31850","8710","281208950","326592939600","10080029"
"004970","½Å¶ó±³¿ª","KOSPI",,"12750","150","1.19","12550","12850","12500","6466","81909500","204000000000","16000000"
"001000","½Å¶ó¼¶À¯","KOSDAQ","Áß°ß±â¾÷ºÎ","2930","55","1.91","2910","2935","2875","280905","814955585","71133192200","24277540"
"025870","½Å¶ó¿¡½ºÁö","KOSDAQ","Áß°ß±â¾÷ºÎ","16300","0","0.00","16300","16400","16050","24298","395762700","65200000000","4000000"
"215600","½Å¶óÁ¨","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","12100","0","0.00","0","0","0","0","0","1093442212500","90367125"
"065350","½Å¼ºµ¨Å¸Å×Å©","KOSDAQ","¿ì·®±â¾÷ºÎ","16800","350","2.13","16500","16950","16500","485770","8127441650","461730326400","27483948"
"011930","½Å¼ºÀÌ¿£Áö","KOSPI",,"2335","25","1.08","2315","2345","2290","719439","1671542485","476303036950","203984170"
"005390","½Å¼ºÅë»ó","KOSPI",,"4105","125","3.14","3935","4180","3875","3548366","14383739610","589922940950","143708390"
"004170","½Å¼¼°è","KOSPI",,"267000","-2000","-0.74","266500","268500","265000","33369","8911240000","2628663327000","9845181"
"035510","½Å¼¼°è I&C","KOSPI",,"243500","3500","1.46","242500","244500","232500","21715","5184438000","418820000000","1720000"
"034300","½Å¼¼°è°Ç¼³","KOSPI",,"44000","250","0.57","43800","44300","43750","5248","230357250","176000000000","4000000"
"031430","½Å¼¼°èÀÎÅÍ³»¼Å³¯","KOSPI",,"197000","-1000","-0.51","196000","199000","194000","22071","4329469500","1406580000000","7140000"
"031440","½Å¼¼°èÇªµå","KOSPI",,"100000","0","0.00","100000","101000","99300","8388","841057900","387248000000","3872480"
"006880","½Å¼ÛÈ¦µù½º","KOSPI",,"5760","20","0.35","5750","5940","5710","157313","913813600","68134222080","11828858"
"002800","½Å½ÅÁ¦¾à","KOSDAQ","Áß°ß±â¾÷ºÎ","7920","0","0.00","7920","7970","7830","35297","279748380","120150360000","15170500"
"323280","½Å¿µ½ºÆÑ5È£","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2300","0","0.00","2300","2310","2270","66926","152939235","8061500000","3505000"
"344050","½Å¿µ½ºÆÑ6È£","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2300","-25","-1.08","2320","2320","2295","55211","127133285","9901500000","4305000"
"005800","½Å¿µ¿ÍÄÚ·ç","KOSPI",,"119000","-500","-0.42","119500","119500","118000","126","14995000","107100000000","900000"
"001720","½Å¿µÁõ±Ç","KOSPI",,"63100","100","0.16","62800","63300","62800","2402","151555400","592271554700","9386237"
"001725","½Å¿µÁõ±Ç¿ì","KOSPI",,"64500","100","0.16","64400","64500","63600","882","56487700","454967713500","7053763"
"009270","½Å¿ø","KOSPI",,"2460","95","4.02","2375","2465","2335","5078610","12196696295","209204547540","85042499"
"009275","½Å¿ø¿ì","KOSPI",,"47950","1550","3.34","46500","48000","46400","650","30674600","4350983000","90740"
"017000","½Å¿øÁ¾ÇÕ°³¹ß","KOSDAQ","¿ì·®±â¾÷ºÎ","8500","0","0.00","8610","8720","8210","3291533","27951047870","99178229500","11668027"
"002700","½ÅÀÏÀüÀÚ","KOSPI",,"1880","25","1.35","1855","1885","1840","1291111","2410872685","133569339480","71047521"
"012790","½ÅÀÏÁ¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","16000","200","1.27","15900","16200","15700","89875","1436829900","179474976000","11217186"
"138070","½ÅÁø¿¡½º¿¥","KOSDAQ","Áß°ß±â¾÷ºÎ","9400","-400","-4.08","9750","9910","9320","89631","854396560","84338520200","8972183"
"226330","½ÅÅ×Ä«¹ÙÀÌ¿À","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","12850","300","2.39","12450","12850","12450","46487","587634950","173475205600","13500016"
"019170","½ÅÇ³Á¦¾à","KOSPI",,"71900","1300","1.84","70200","73000","69400","2453016","176117677700","3809620781000","52984990"
"019175","½ÅÇ³Á¦¾à¿ì","KOSPI",,"99500","-400","-0.40","99800","102500","98500","66245","6663597600","218900000000","2200000"
"002870","½ÅÇ³Á¦Áö","KOSPI",,"2810","40","1.44","2750","2825","2750","140675","393631320","98233947000","34958700"
"293940","½ÅÇÑ¾ËÆÄ¸®Ã÷","KOSPI",,"8160","10","0.12","8180","8180","8080","121335","985441760","427013803680","52330123"
"333050","½ÅÇÑÁ¦6È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2450","5","0.20","2470","2475","2410","116255","284159595","12274500000","5010000"
"366330","½ÅÇÑÁ¦7È£½ºÆÑ","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2200","0","0.00","0","0","0","0","0","10010000000","4550000"
"055550","½ÅÇÑÁöÁÖ","KOSPI",,"39250","400","1.03","39100","39350","38750","957200","37435193000","20276532494500","516599554"
"056700","½ÅÈ­ÀÎÅÍÅØ","KOSDAQ","º¥Ã³±â¾÷ºÎ","3605","35","0.98","3570","3620","3510","133870","478014820","105032003055","29135091"
"187270","½ÅÈ­ÄÜÅØ","KOSDAQ","º¥Ã³±â¾÷ºÎ","5360","-30","-0.56","5390","5440","5170","280802","1489901370","54371009200","10143845"
"004080","½ÅÈï","KOSPI",,"16150","50","0.31","16300","16350","15950","15465","249770450","153425000000","9500000"
"243840","½ÅÈï¿¡½ºÀÌ¾¾","KOSDAQ","¿ì·®±â¾÷ºÎ","87500","900","1.04","86000","87900","84700","156850","13534084800","658463137500","7525293"
"222800","½ÉÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","29950","-750","-2.44","30700","30800","29900","857320","25788910500","954031582850","31854143"
"036710","½ÉÅØÈ¦µù½º","KOSDAQ","¿ì·®±â¾÷ºÎ","3090","-50","-1.59","3130","3150","3085","297510","925995570","125650459110","40663579"
"160980","½ÎÀÌ¸Æ½º","KOSDAQ","¿ì·®±â¾÷ºÎ","19100","0","0.00","19100","19150","18750","51535","977026550","208653041300","10924243"
"356890","½ÎÀÌ¹ö¿ø","KOSDAQ","º¥Ã³±â¾÷ºÎ","14400","150","1.05","14150","14450","14000","36777","522476550","66827952000","4640830"
"217330","½ÎÀÌÅäÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","59300","-200","-0.34","59500","59900","58600","9843","580772800","335867135200","5663864"
"102280","½Ö¹æ¿ï","KOSPI",,"745","6","0.81","739","764","733","7848731","5894358823","195631136105","262592129"
"003410","½Ö¿ëC&E","KOSPI",,"8360","-70","-0.83","8410","8440","8350","702280","5891951530","4212266214200","503859595"
"010280","½Ö¿ëÁ¤º¸Åë½Å","KOSDAQ","Áß°ß±â¾÷ºÎ","1060","10","0.95","1050","1065","1040","148196","156091240","67801876040","63964034"
"003620","½Ö¿ëÂ÷","KOSPI",,"2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","½á´ÏÀüÀÚ","KOSPI",,"3290","50","1.54","3230","3295","3230","167116","545564885","114640086190","34845011"
"217320","½ãÅ×Å©","KONEX","ÀÏ¹Ý±â¾÷ºÎ","6110","-1050","-14.66","6110","6110","6110","1","6110","6415500000","1050000"
"208640","½æ¿¡ÀÌÁö","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","2600","10","0.39","2605","2645","2500","996235","2570330820","354806441600","136464016"
"222420","½ê³ëÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","2045","50","2.51","1995","2065","1985","140486","285711735","82123467875","40158175"
"037760","½ê´ÏÆ®","KOSDAQ","¿ì·®±â¾÷ºÎ","2220","20","0.91","2195","2225","2150","160039","351421050","75109084620","33832921"
"136510","½ê¹Ì½Ã½ºÄÚ","KOSDAQ","º¥Ã³±â¾÷ºÎ","26350","0","0.00","26350","27250","25300","265397","7004476650","181680825800","6894908"
"099320","½êÆ®·º¾ÆÀÌ","KOSDAQ","¿ì·®±â¾÷ºÎ","53700","600","1.13","53400","53900","53000","48504","2597201600","487897095900","9085607"
"015540","½ì¸¶Å×¶óÇ»Æ½½º","KOSPI",,"6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"049960","½ì¹ÙÀÌ¿ÀÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","19300","200","1.05","19100","19350","18800","24652","471756650","181420000000","9400000"
"050890","½ò¸®µå","KOSDAQ","Áß°ß±â¾÷ºÎ","7360","140","1.94","7280","7440","7220","588606","4326331050","443667990720","60280977"
"066790","¾¾¾¾¿¡½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","753","23","3.15","730","770","730","392382","294610995","42171813945","56005065"
"222080","¾¾¾ÆÀÌ¿¡½º","KOSDAQ","Áß°ß±â¾÷ºÎ","13400","-350","-2.55","13700","13700","13200","1693463","22744032550","770388458400","57491676"
"004920","¾¾¾ÆÀÌÅ×Å©","KOSPI",,"1065","25","2.40","1045","1090","1045","157846","168409245","42548580735","39951719"
"236030","¾¾¾ËÇªµå","KONEX","ÀÏ¹Ý±â¾÷ºÎ","10700","-300","-2.73","10700","10700","10700","99","1059300","21186000000","1980000"
"103660","¾¾¾Ñ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","5950","0","0.00","0","0","0","0","0","35208952450","5917471"
"352480","¾¾¾Ø¾¾ÀÎÅÍ³»¼Å³Î","KOSDAQ","º¥Ã³±â¾÷ºÎ","43900","0","0.00","43500","44500","42500","50470","2189299600","293074687900","6675961"
"245450","¾¾¾Ø¿¡½º¸µÅ©","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1960","35","1.82","2000","2000","1960","2","3960","3096721600","1579960"
"264660","¾¾¾ØÁöÇÏÀÌÅ×Å©","KOSDAQ","¿ì·®±â¾÷ºÎ","13750","-100","-0.72","13900","14050","13650","23057","317080300","115575350000","8405480"
"352700","¾¾¾ØÅõ½º¼ºÁø","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","20700","50","0.24","20700","20800","20500","35393","730287400","206907491700","9995531"
"297090","¾¾¿¡½ºº£¾î¸µ","KOSDAQ","¿ì·®±â¾÷ºÎ","24500","-1050","-4.11","24500","24900","24350","102247","2509987250","234719800000","9580400"
"112610","¾¾¿¡½ºÀ©µå","KOSPI",,"79900","0","0.00","79600","80500","79000","208559","16654120100","3369495099700","42171403"
"286000","¾¾¿£Æ¼µå¸²","KONEX","ÀÏ¹Ý±â¾÷ºÎ","8200","140","1.74","8250","8250","8000","1502","12116490","37189788000","4535340"
"115530","¾¾¿£ÇÃ·¯½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","839","0","0.00","0","0","0","0","0","57020957000","67963000"
"225330","¾¾¿¥¿¡½º¿¡µà","KOSDAQ","¿ì·®±â¾÷ºÎ","7400","170","2.35","7230","7400","7170","123263","896836400","137896247200","18634628"
"115480","¾¾À¯¸ÞµðÄ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","1275","10","0.79","1260","1275","1260","164656","208766505","53511654375","41969925"
"189330","¾¾ÀÌ·¦","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","136800","-3400","-2.43","140500","142500","126500","65569","8783111500","412266225600","3013642"
"096530","¾¾Á¨","KOSDAQ","¿ì·®±â¾÷ºÎ","66900","1100","1.67","66000","67400","65300","599905","39941316500","3493918998600","52225994"
"900120","¾¾ÄÉÀÌ¿¡ÀÌÄ¡","KOSDAQ","¿Ü±¹±â¾÷(¼Ò¼ÓºÎ¾øÀ½)","262","3","1.16","262","278","257","2071560","546982405","31557812492","120449666"
"101240","¾¾Å¥ºê","KOSDAQ","º¥Ã³±â¾÷ºÎ","7890","90","1.15","7800","7890","7750","9232","72148900","79990271760","10138184"
"060590","¾¾Æ¼¾¾¹ÙÀÌ¿À","KOSDAQ","Áß°ß±â¾÷ºÎ","11950","-550","-4.40","12300","12350","11700","491375","5900889650","270958159850","22674323"
"260930","¾¾Æ¼ÄÉÀÌ","KOSDAQ","¿ì·®±â¾÷ºÎ","9830","-60","-0.61","9870","9990","9790","20157","198533800","190127839530","19341591"
"013990","¾Æ°¡¹æÄÄÆÛ´Ï","KOSDAQ","Áß°ß±â¾÷ºÎ","5630","10","0.18","5570","5640","5480","354314","1974117340","185156827680","32887536"
"123860","¾Æ³ªÆÐ½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","24250","-50","-0.21","24250","24250","23950","16062","387313700","275486280750","11360259"
"025980","¾Æ³­Æ¼","KOSDAQ","Áß°ß±â¾÷ºÎ","11500","350","3.14","11250","11600","11050","2807219","31902239100","980154924500","85230863"
"008700","¾Æ³²ÀüÀÚ","KOSPI",,"2665","25","0.95","2650","2670","2625","792728","2106378395","205537645300","77124820"
"050320","¾Æ·¡½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","990","0","0.00","0","0","0","0","0","45205142400","45661760"
"058220","¾Æ¸®¿Â","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","275","0","0.00","0","0","0","0","0","10717917100","38974244"
"125210","¾Æ¸ð±×¸°ÅØ","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","11200","250","2.28","10950","11300","10900","57972","643698700","184764048000","16496790"
"002790","¾Æ¸ð·¹G","KOSPI",,"57800","0","0.00","57300","58300","57300","198426","11493078990","4766082804000","82458180"
"00279K","¾Æ¸ð·¹G3¿ì(ÀüÈ¯)","KOSPI",,"40950","550","1.36","41000","41100","40700","1973","80631050","290425590000","7092200"
"002795","¾Æ¸ð·¹G¿ì","KOSPI",,"21950","0","0.00","22100","22100","21750","8754","191716000","141440751500","6443770"
"090430","¾Æ¸ð·¹ÆÛ½ÃÇÈ","KOSPI",,"227500","0","0.00","225500","228500","225000","117382","26675563000","13299306475000","58458490"
"090435","¾Æ¸ð·¹ÆÛ½ÃÇÈ¿ì","KOSPI",,"80400","900","1.13","79600","81000","79500","20045","1605050600","848849532000","10557830"
"357580","¾Æ¸ð¼¾½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","16200","350","2.21","15750","17200","15450","1691088","27914846200","181441231200","11200076"
"052710","¾Æ¸ðÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","28650","1450","5.33","27200","29000","27050","81223","2295422750","279148581900","9743406"
"074430","¾Æ¹Ì³ë·ÎÁ÷½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","3085","-15","-0.48","3115","3160","3045","1259437","3913857055","270945813740","87826844"
"092040","¾Æ¹ÌÄÚÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","38900","1800","4.85","37000","39100","36650","293780","11204554250","747638939000","19219510"
"083930","¾Æ¹ÙÄÚ","KOSDAQ","¿ì·®±â¾÷ºÎ","11750","150","1.29","11600","11850","11350","59244","685677150","181100376500","15412798"
"149950","¾Æ¹ÙÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","23250","1250","5.68","22350","23400","22150","60611","1387542250","362874375000","15607500"
"036010","¾ÆºñÄÚÀüÀÚ","KOSDAQ","¿ì·®±â¾÷ºÎ","10200","550","5.70","9670","10400","9610","1142560","11617852090","135587926800","13292934"
"002030","¾Æ¼¼¾Æ","KOSPI",,"137500","0","0.00","137000","139000","136500","4793","661336000","301265800000","2191024"
"183190","¾Æ¼¼¾Æ½Ã¸àÆ®","KOSPI",,"142000","5000","3.65","137000","143000","135500","26618","3728740500","553204878000","3895809"
"002310","¾Æ¼¼¾ÆÁ¦Áö","KOSPI",,"49150","-300","-0.61","49200","49900","48500","68203","3338047000","440212073300","8956502"
"050860","¾Æ¼¼¾ÆÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","3060","-25","-0.81","3075","3100","3045","103669","317697710","68850000000","22500000"
"012170","¾Æ¼¾µð¿À","KOSPI",,"2105","-50","-2.32","2155","2155","2100","45252","96067345","133686857580","63509196"
"246720","¾Æ½ºÅ¸","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","5740","10","0.17","5740","5810","5630","30605","175549080","65967082020","11492523"
"067390","¾Æ½ºÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","7460","70","0.95","7380","7580","7380","218178","1634359200","191686512780","25695243"
"127710","¾Æ½Ã¾Æ°æÁ¦","KOSDAQ","Áß°ß±â¾÷ºÎ","4355","55","1.28","4300","4415","4245","239044","1037944250","111090536570","25508734"
"267850","¾Æ½Ã¾Æ³ªIDT","KOSPI",,"21500","150","0.70","21500","22150","21400","43717","949144600","238650000000","11100000"
"020560","¾Æ½Ã¾Æ³ªÇ×°ø","KOSPI",,"24300","600","2.53","23500","24700","23400","2051437","49729029250","1808205865200","74411764"
"154030","¾Æ½Ã¾ÆÁ¾¹¦","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","7360","60","0.82","7310","7370","7220","70727","515160510","78162971840","10619969"
"227610","¾Æ¿ìµòÇ»ÃÄ½º","KOSDAQ","Áß°ß±â¾÷ºÎ","2090","30","1.46","2070","2105","2030","69807","143571140","46353792320","22178848"
"143160","¾ÆÀÌµð½º","KOSDAQ","¿ì·®±â¾÷ºÎ","25050","200","0.80","24850","25300","24550","46150","1189586150","268445569500","10716390"
"054800","¾ÆÀÌµð½ºÈ¦µù½º","KOSDAQ","Áß°ß±â¾÷ºÎ","14050","-50","-0.35","14050","14050","13950","2628","37064250","145385971800","10347756"
"332370","¾ÆÀÌµðÇÇ","KOSDAQ","Áß°ß±â¾÷ºÎ","8280","60","0.73","8290","8290","8180","22010","181500770","54953225640","6636863"
"122900","¾ÆÀÌ¸¶ÄÏÄÚ¸®¾Æ","KOSPI",,"11550","-550","-4.55","11850","12000","11550","479954","5623267400","386103102000","33428840"
"339950","¾ÆÀÌºñ±è¿µ","KOSDAQ","Áß°ß±â¾÷ºÎ","4575","55","1.22","4510","4645","4430","1272119","5803405835","205630946625","44946655"
"099190","¾ÆÀÌ¼¾½º","KOSDAQ","¿ì·®±â¾÷ºÎ","34700","2300","7.10","32400","34700","32000","203776","6894251800","476682158600","13737238"
"289010","¾ÆÀÌ½ºÅ©¸²¿¡µà","KOSDAQ","¿ì·®±â¾÷ºÎ","7780","-40","-0.51","7820","7840","7760","45701","356127040","100082207860","12864037"
"214430","¾ÆÀÌ¾²¸®½Ã½ºÅÛ","KOSDAQ","¿ì·®±â¾÷ºÎ","18150","150","0.83","18150","18150","17700","10112","180452350","128987694000","7106760"
"040910","¾ÆÀÌ¾¾µð","KOSDAQ","¿ì·®±â¾÷ºÎ","13950","-150","-1.06","14100","14150","13850","92437","1288557750","252012511350","18065413"
"068940","¾ÆÀÌ¾¾ÄÉÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","3300","20","0.61","3230","3310","3230","116504","382455425","114443082600","34679722"
"052860","¾ÆÀÌ¾Ø¾¾","KOSDAQ","º¥Ã³±â¾÷ºÎ","4555","-25","-0.55","4580","4590","4510","128562","584489290","81365299970","17862854"
"010780","¾ÆÀÌ¿¡½ºµ¿¼­","KOSPI",,"51300","700","1.38","50300","51600","50200","69583","3549380900","1584790687800","30892606"
"069920","¾ÆÀÌ¿¡½ºÀÌÄ¿¸Ó½º","KOSDAQ","Áß°ß±â¾÷ºÎ","4395","95","2.21","4255","4480","4255","107704","468972450","113506860990","25826362"
"038880","¾ÆÀÌ¿¡ÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","1150","45","4.07","1105","1165","1095","4386897","4984132050","338984522500","294769150"
"307180","¾ÆÀÌ¿¤»çÀÌ¾ð½º","KOSDAQ","Áß°ß±â¾÷ºÎ","3890","-10","-0.26","3925","3925","3855","75874","293922300","82553669470","21222023"
"101390","¾ÆÀÌ¿¥","KOSDAQ","Áß°ß±â¾÷ºÎ","1150","0","0.00","1160","1210","1120","2265957","2617721675","77268365450","67189883"
"078860","¾ÆÀÌ¿ÀÄÉÀÌ","KOSDAQ","Áß°ß±â¾÷ºÎ","1680","95","5.99","1590","1760","1580","7792260","13279347805","149769560640","89148548"
"114810","¾ÆÀÌ¿ø½º","KOSDAQ","Áß°ß±â¾÷ºÎ","10200","330","3.34","9770","10200","9730","294796","2929162150","260132374800","25503174"
"031310","¾ÆÀÌÁîºñÀü","KOSDAQ","Áß°ß±â¾÷ºÎ","4325","40","0.93","4290","4335","4285","72587","312865410","71102558850","16439898"
"185490","¾ÆÀÌÁø","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","46850","-2550","-5.16","59500","60200","46500","3982734","212138878500","927926326250","19806325"
"059100","¾ÆÀÌÄÄÆ÷³ÍÆ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","9190","-310","-3.26","9500","9500","9100","99597","922977590","64981203400","7070860"
"149010","¾ÆÀÌÄÉÀÌ¼¼¹ÌÄÜ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","6580","480","7.87","6400","6590","6200","303","1958370","20529600000","3120000"
"262840","¾ÆÀÌÄù½ºÆ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","11600","0","0.00","11600","11850","11450","43085","498860200","114376000000","9860000"
"175250","¾ÆÀÌÅ¥¾î","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","42450","-150","-0.35","42450","43000","42200","112189","4777487200","391123942200","9213756"
"052460","¾ÆÀÌÅ©·¡ÇÁÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","5850","60","1.04","5790","5860","5750","73865","430076510","85456425600","14607936"
"119830","¾ÆÀÌÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","12000","-50","-0.41","12000","12000","11650","316433","3740291200","199520304000","16626692"
"052770","¾ÆÀÌÅå½Ã","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","3180","0","0.00","0","0","0","0","0","35178772260","11062507"
"124500","¾ÆÀÌÆ¼¼¾","KOSDAQ","Áß°ß±â¾÷ºÎ","5430","130","2.45","5310","5460","5300","131588","709314120","108096818190","19907333"
"084850","¾ÆÀÌÆ¼¿¥¹ÝµµÃ¼","KOSDAQ","¿ì·®±â¾÷ºÎ","46000","50","0.11","46300","46300","45450","37243","1706784100","1063573544000","23121164"
"223220","¾ÆÀÌÇÇ¸ó½ºÅÍ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","638","0","0.00","0","0","0","0","0","14925135940","23393630"
"027360","¾ÆÁÖIBÅõÀÚ","KOSDAQ","º¥Ã³±â¾÷ºÎ","5790","60","1.05","5700","5850","5680","545904","3159166100","693726678750","119814625"
"139990","¾ÆÁÖ½ºÆ¿","KOSPI",,"28250","-650","-2.25","28900","29050","28100","584668","16581302000","747274339250","26452189"
"032080","¾ÆÁîÅØWB","KOSDAQ","Áß°ß±â¾÷ºÎ","5640","240","4.44","5360","6350","5350","19546741","112860583320","121209403560","21491029"
"013310","¾ÆÁø»ê¾÷","KOSDAQ","Áß°ß±â¾÷ºÎ","3305","15","0.46","3375","3380","3290","311883","1039011915","128255753510","38806582"
"059120","¾ÆÁø¿¢½ºÅØ","KOSDAQ","º¥Ã³±â¾÷ºÎ","10300","200","1.98","10000","10350","9920","156406","1574639490","100410538800","9748596"
"158430","¾ÆÅæ","KOSDAQ","º¥Ã³±â¾÷ºÎ","30700","100","0.33","30500","31050","30250","88615","2717819200","133654813900","4353577"
"149300","¾ÆÇ»¾î½º","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1800","0","0.00","1800","1850","1750","9786","17569850","61663138200","34257299"
"067160","¾ÆÇÁ¸®Ä«TV","KOSDAQ","¿ì·®±â¾÷ºÎ","154100","800","0.52","153100","155000","150000","65294","10005960000","1771343594700","11494767"
"001540","¾È±¹¾àÇ°","KOSDAQ","¿ì·®±â¾÷ºÎ","12300","0","0.00","12400","12400","12150","14394","175925300","160421766000","13042420"
"053800","¾È·¦","KOSDAQ","¿ì·®±â¾÷ºÎ","68500","1100","1.63","67000","68500","66800","54074","3652610600","685949067500","10013855"
"251280","¾ÈÁö¿À·¦","KONEX","ÀÏ¹Ý±â¾÷ºÎ","10800","1380","14.65","9480","10800","9480","8113","81046130","29288520000","2711900"
"065660","¾ÈÆ®·ÎÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","84400","4600","5.76","80300","84900","79100","260062","21593094600","795203718000","9421845"
"297570","¾Ë·ÎÀÌ½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","5090","125","2.52","4930","5130","4920","142779","723102315","88206717260","17329414"
"001780","¾Ë·çÄÚ","KOSPI",,"4565","245","5.67","4330","4645","4330","3479163","15833750390","382019199265","83684381"
"260660","¾Ë¸®ÄÚÁ¦¾à","KOSDAQ","¿ì·®±â¾÷ºÎ","9070","-20","-0.22","9090","9110","9010","32759","296427700","139016080470","15327021"
"131370","¾Ë¼­Æ÷Æ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","8900","180","2.06","8710","8930","8550","512836","4484533750","474077038700","53267083"
"140670","¾Ë¿¡½º¿ÀÅä¸ÞÀÌ¼Ç","KOSDAQ","Áß°ß±â¾÷ºÎ","10900","50","0.46","10750","11000","10650","57477","618954300","99224226000","9103140"
"096610","¾Ë¿¡ÇÁ¼¼¹Ì","KOSDAQ","Áß°ß±â¾÷ºÎ","4690","-45","-0.95","4700","4740","4650","74665","349574195","48066243540","10248666"
"061040","¾Ë¿¡ÇÁÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","6540","50","0.77","6460","6550","6430","94851","617173590","209863753860","32089259"
"148250","¾Ë¿£ÅõÅ×Å©³î·ÎÁö","KOSDAQ","º¥Ã³±â¾÷ºÎ","15300","150","0.99","15350","15350","15000","15279","231838300","113013771300","7386521"
"347860","¾ËÃ¼¶ó","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","33850","0","0.00","33900","34200","33600","131665","4465370050","457949676900","13528794"
"196170","¾ËÅ×¿ÀÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","86100","1100","1.29","84400","87000","82900","204577","17439101300","3631642035000","42179350"
"123750","¾ËÅæ½ºÆ÷Ã÷","KOSDAQ","Áß°ß±â¾÷ºÎ","5040","135","2.75","4905","5050","4900","52769","263577120","64241336880","12746297"
"085810","¾ËÆ¼Ä³½ºÆ®","KOSDAQ","Áß°ß±â¾÷ºÎ","2790","-115","-3.96","2825","2850","2755","730460","2038052635","82567513890","29594091"
"117670","¾ËÆÄÈ¦µù½º","KOSDAQ","Áß°ß±â¾÷ºÎ","4245","-25","-0.59","4270","4285","4170","68715","289222885","92558328090","21804082"
"291650","¾ÐÅ¸¸Ó»çÀÌ¾ð½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","25250","350","1.41","24900","25550","24600","108466","2715393950","213769681500","8466126"
