Á¾¸ñÄÚµå,Á¾¸ñ¸í,½ÃÀå±¸ºÐ,¼Ò¼ÓºÎ,Á¾°¡,´ëºñ,µî¶ô·ü,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®,°Å·¡´ë±Ý,½Ã°¡ÃÑ¾×,»óÀåÁÖ½Ä¼ö
"171120","¶óÀÌ¿ÂÄÍÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","9440","90","0.96","9350","9510","9340","10823","102156240","178355357440","18893576"
"069540","¶óÀÌÆ®·Ð","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","5420","0","0.00","0","0","0","0","0","141255801520","26061956"
"285770","¶óÀÌÇÁ»çÀÌ¾ð½ºÅ×Å©³î·ÎÁö","KONEX","ÀÏ¹Ý±â¾÷ºÎ","2210","-70","-3.07","2300","2300","2035","3761","8008495","7835289800","3545380"
"347700","¶óÀÌÇÁ½Ã¸ÇÆ½½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","12450","700","5.96","11700","12650","11650","339124","4155624550","125991136500","10119770"
"214260","¶óÆÄ½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","56800","0","0.00","56500","59400","48350","3112609","164646572750","487893028800","8589666"
"115390","¶ô¾Ø¶ô","KOSPI",,"11850","-200","-1.66","12000","12050","11700","156554","1853436600","628140510300","53007638"
"200350","·¡¸ù·¡ÀÎ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","22700","50","0.22","22000","22950","21750","1365","30089200","113239381300","4988519"
"171010","·¥Å×Å©³î·¯Áö","KOSDAQ","º¥Ã³±â¾÷ºÎ","6100","20","0.33","6080","6110","6050","34592","210131040","70802504800","11606968"
"084650","·¦Áö³ë¹Í½º","KOSDAQ","¿ì·®±â¾÷ºÎ","33050","300","0.92","32600","33450","32200","565927","18548170450","378425705850","11450097"
"217500","·¯¼¿","KOSDAQ","º¥Ã³±â¾÷ºÎ","4030","40","1.00","3965","4030","3960","133695","534023070","128202360000","31812000"
"092590","·°½ºÇÇ¾Æ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","4975","-15","-0.30","5500","5500","4850","629","3106610","36273212550","7291098"
"141080","·¹°íÄÍ¹ÙÀÌ¿À","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","56400","2400","4.44","54000","56900","53600","353320","19693237800","1360133263200","24115838"
"060300","·¹µå·Î¹ö","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","1830","0","0.00","0","0","0","0","0","48840480210","26688787"
"038390","·¹µåÄ¸Åõ¾î","KOSDAQ","¿ì·®±â¾÷ºÎ","26400","250","0.96","26250","26750","25950","32472","857276800","226762272000","8589480"
"294140","·¹¸ó","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","7840","-40","-0.51","7850","7950","7810","113721","891415360","290080000000","37000000"
"228670","·¹ÀÌ","KOSDAQ","¿ì·®±â¾÷ºÎ","33400","-1150","-3.33","34750","35600","33400","209030","7204039150","444438235600","13306534"
"228850","·¹ÀÌ¾ð½º","KOSDAQ","¿ì·®±â¾÷ºÎ","15800","250","1.61","15600","15800","15400","80952","1264598300","262138021200","16591014"
"281740","·¹ÀÌÅ©¸ÓÆ¼¸®¾óÁî","KOSDAQ","º¥Ã³±â¾÷ºÎ","5360","70","1.32","5310","5460","5250","2235929","12001518740","352315737280","65730548"
"277810","·¹ÀÎº¸¿ì·Îº¸Æ½½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","21150","400","1.93","21000","21600","20600","79558","1671289300","341259776100","16135214"
"179720","·»µù¸Ó½Å","KONEX","ÀÏ¹Ý±â¾÷ºÎ","4800","0","0.00","0","0","0","0","0","4878542400","1016363"
"215100","·Îº¸·Îº¸","KOSDAQ","º¥Ã³±â¾÷ºÎ","3625","15","0.42","3585","3630","3565","78631","283799835","73763145750","20348454"
"090360","·Îº¸½ºÅ¸","KOSDAQ","Áß°ß±â¾÷ºÎ","23050","-100","-0.43","23300","23400","22900","40002","920877100","224737500000","9750000"
"238500","·Îº¸¾²¸®","KONEX","ÀÏ¹Ý±â¾÷ºÎ","1360","10","0.74","1490","1490","1360","2163","2959735","21866001120","16077942"
"108490","·Îº¸Æ¼Áî","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","14450","-250","-1.70","14700","14700","14350","29949","433073800","162576950000","11251000"
"900260","·Î½ºÀ£","KOSDAQ","¿Ü±¹±â¾÷(¼Ò¼ÓºÎ¾øÀ½)","343","-5","-1.44","348","354","341","2361114","818699198","61793659949","180156443"
"067730","·ÎÁö½Ã½º","KOSDAQ","Áß°ß±â¾÷ºÎ","8250","160","1.98","8100","8310","8090","82037","675262090","79809856500","9673922"
"071280","·ÎÃ¼½Ã½ºÅÛÁî","KOSDAQ","º¥Ã³±â¾÷ºÎ","5200","90","1.76","5170","5240","5110","44625","231299230","79542335600","15296603"
"032350","·Ôµ¥°ü±¤°³¹ß","KOSPI",,"19450","550","2.91","19000","20000","18900","1008188","19786348100","1347411625900","69275662"
"089860","·Ôµ¥·»Å»","KOSPI",,"49400","-150","-0.30","49250","50500","49050","449485","22334914300","1809722712200","36634063"
"330590","·Ôµ¥¸®Ã÷","KOSPI",,"5760","0","0.00","5760","5790","5710","479271","2750877820","1399500771840","242968884"
"000400","·Ôµ¥¼ÕÇØº¸Çè","KOSPI",,"1815","-5","-0.27","1820","1820","1805","241666","437619330","563260420800","310336320"
"023530","·Ôµ¥¼îÇÎ","KOSPI",,"107000","-500","-0.47","106500","107500","106000","42222","4514387500","3026896785000","28288755"
"004000","·Ôµ¥Á¤¹ÐÈ­ÇÐ","KOSPI",,"70500","400","0.57","70300","71600","70300","114659","8127796800","1818900000000","25800000"
"286940","·Ôµ¥Á¤º¸Åë½Å","KOSPI",,"37950","400","1.07","37550","38000","37500","35100","1325204050","584290761450","15396331"
"280360","·Ôµ¥Á¦°ú","KOSPI",,"137000","-1500","-1.08","138500","139000","137000","1802","249043000","879090229000","6416717"
"004990","·Ôµ¥ÁöÁÖ","KOSPI",,"36000","500","1.41","35500","36200","35400","118784","4276237600","3776732532000","104909237"
"00499K","·Ôµ¥ÁöÁÖ¿ì","KOSPI",,"55500","-100","-0.18","55000","55600","55000","429","23803900","54813076500","987623"
"005300","·Ôµ¥Ä¥¼º","KOSPI",,"145000","0","0.00","143000","146000","143000","21667","3130154500","1345438180000","9278884"
"005305","·Ôµ¥Ä¥¼º¿ì","KOSPI",,"76000","0","0.00","76700","76700","75900","188","14284900","58923560000","775310"
"011170","·Ôµ¥ÄÉ¹ÌÄ®","KOSPI",,"246500","-3500","-1.40","250000","250000","245500","72059","17819145500","8448890783500","34275419"
"002270","·Ôµ¥Çªµå","KOSPI",,"424500","4500","1.07","424000","425000","421000","661","279511500","513243847500","1209055"
"071840","·Ôµ¥ÇÏÀÌ¸¶Æ®","KOSPI",,"31650","300","0.96","31350","31900","31100","52995","1669079750","747184084800","23607712"
"038060","·ç¸à½º","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","1280","0","0.00","1280","1295","1260","176054","225508810","61571928320","48103069"
"162120","·çÄËÅ×Å©³î·¯Áö½º","KONEX","ÀÏ¹Ý±â¾÷ºÎ","3575","80","2.29","3600","3600","3545","6942","24615370","36466662375","10200465"
"253610","·çÆ®¶ô","KONEX","ÀÏ¹Ý±â¾÷ºÎ","2940","0","0.00","2940","2940","2940","3","8820","22851276420","7772543"
"085370","·çÆ®·Î´Ð","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","17900","-650","-3.50","18250","18550","16450","1610490","28272055650","467896190800","26139452"
"08537M","·çÆ®·Î´Ð3¿ìC","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","25350","-800","-3.06","25650","25650","25350","149","3780750","9258377700","365222"
"060240","·îÅõÄÚ¸®¾Æ","KOSDAQ","º¥Ã³±â¾÷ºÎ","7230","530","7.91","6650","7310","6650","989388","7064299760","183853723320","25429284"
"058470","¸®³ë°ø¾÷","KOSDAQ","¿ì·®±â¾÷ºÎ","178800","600","0.34","178200","179600","176800","22658","4033351200","2725335756000","15242370"
"039980","¸®³ë½º","KOSDAQ","Áß°ß±â¾÷ºÎ","1440","0","0.00","1430","1455","1405","214797","306778195","62749851840","43576286"
"019570","¸®´õ½º ±â¼úÅõÀÚ","KOSDAQ","Áß°ß±â¾÷ºÎ","805","-24","-2.90","807","814","799","1907848","1536649279","100902285470","125344454"
"016100","¸®´õ½ºÄÚ½º¸ÞÆ½","KOSDAQ","Áß°ß±â¾÷ºÎ","4430","15","0.34","4430","4450","4350","26855","118224600","84616960420","19100894"
"012700","¸®µåÄÚÇÁ","KOSDAQ","¿ì·®±â¾÷ºÎ","10850","-300","-2.69","11100","11250","10800","522709","5713311750","286940564750","26446135"
"302550","¸®¸Þµå","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","28950","-500","-1.70","29650","29650","28450","135222","3912465050","177018133200","6114616"
"029480","¸¯½º¼Ö·ç¼Ç","KOSDAQ","Áß°ß±â¾÷ºÎ","494","6","1.23","488","505","480","613940","301990225","41702412466","84417839"
"277070","¸°µå¸Õ¾Æ½Ã¾Æ","KOSDAQ","Áß°ß±â¾÷ºÎ","7060","10","0.14","7000","7100","6900","71943","503498530","96418420000","13657000"
"042500","¸µ³×Æ®","KOSDAQ","¿ì·®±â¾÷ºÎ","6750","60","0.90","6720","6760","6680","52998","355980310","103658926500","15356878"
"219420","¸µÅ©Á¦´Ï½Ã½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","9020","-80","-0.88","9120","9200","8900","145614","1310298120","103454953140","11469507"
"027740","¸¶´ÏÄ¿","KOSPI",,"488","13","2.74","472","514","465","10312869","5026025370","96854625872","198472594"
"195500","¸¶´ÏÄ¿¿¡ÇÁ¾ØÁö","KOSDAQ","Áß°ß±â¾÷ºÎ","5320","80","1.53","5240","5410","5230","129968","691090890","83885760000","15768000"
"222810","¸¶ÀÌ´õ½ºAI","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","431","-7","-1.60","432","452","425","1401592","606213912","60868963714","141227294"
"305090","¸¶ÀÌÅ©·ÎµðÁöÅ»","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","30200","3000","11.03","27500","30900","27450","1631468","48345212300","219300320000","7261600"
"098120","¸¶ÀÌÅ©·ÎÄÁÅØ¼Ö","KOSDAQ","º¥Ã³±â¾÷ºÎ","8830","-280","-3.07","9040","9110","8830","90222","808542310","73401723780","8312766"
"147760","¸¶ÀÌÅ©·ÎÇÁ·£µå","KOSDAQ","º¥Ã³±â¾÷ºÎ","9150","70","0.77","9080","9230","9000","121392","1105055310","99001773900","10819866"
"038290","¸¶Å©·ÎÁ¨","KOSDAQ","¿ì·®±â¾÷ºÎ","32500","400","1.25","32100","32600","31650","47071","1514868900","348255407500","10715551"
"204320","¸¸µµ","KOSPI",,"60900","200","0.33","60900","63200","60700","358916","22119324700","2859688608000","46957120"
"001080","¸¸È£Á¦°­","KOSPI",,"22200","300","1.37","21850","22200","21600","5589","122166850","92130000000","4150000"
"220630","¸¾½ºÅÍÄ¡","KOSDAQ","¿ì·®±â¾÷ºÎ","4455","10","0.22","4445","4550","4415","385855","1734481205","453597100605","101817531"
"267980","¸ÅÀÏÀ¯¾÷","KOSDAQ","¿ì·®±â¾÷ºÎ","73700","800","1.10","73100","73900","72900","15893","1165602000","578076120600","7843638"
"005990","¸ÅÀÏÈ¦µù½º","KOSDAQ","¿ì·®±â¾÷ºÎ","10500","300","2.94","10250","10500","10200","8082","83814300","144042192000","13718304"
"127160","¸ÅÁ÷¸¶ÀÌÅ©·Î","KOSDAQ","°ü¸®Á¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","282","0","0.00","0","0","0","0","0","24427827282","86623501"
"093520","¸ÅÄ¿½º","KOSDAQ","Áß°ß±â¾÷ºÎ","6190","-10","-0.16","6170","6230","6040","100111","614342360","100049539480","16163092"
"141070","¸Æ½º·ÎÅØ","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","743","0","0.00","0","0","0","0","0","26670245050","35895350"
"377030","¸Æ½ºÆ®","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","60700","-800","-1.30","62300","62500","59900","419740","25600692100","517982903700","8533491"
"088980","¸ÆÄõ¸®ÀÎÇÁ¶ó","KOSPI",,"12550","150","1.21","12400","12600","12350","1560347","19497474900","5080811614850","404845547"
"094800","¸Ê½º¸®¾óÆ¼1","KOSPI",,"4635","-15","-0.32","4670","4670","4625","70963","329224605","430287124185","92834331"
"100590","¸ÓÅ¥¸®","KOSDAQ","¿ì·®±â¾÷ºÎ","9210","60","0.66","9170","9220","9150","38921","357249900","135972756000","14763600"
"067280","¸ÖÆ¼Ä·ÆÛ½º","KOSDAQ","¿ì·®±â¾÷ºÎ","38500","1000","2.67","37300","38500","37100","10279","391069000","228180991500","5926779"
"072870","¸Þ°¡½ºÅÍµð","KOSDAQ","Áß°ß±â¾÷ºÎ","13400","150","1.13","13250","13400","13200","17906","238020400","159740850600","11920959"
"215200","¸Þ°¡½ºÅÍµð±³À°","KOSDAQ","¿ì·®±â¾÷ºÎ","77300","1200","1.58","76100","79200","75400","51010","3959203000","916923324000","11861880"
"133750","¸Þ°¡¿¥µð","KOSDAQ","Áß°ß±â¾÷ºÎ","5050","120","2.43","4960","5060","4930","182538","915181360","118205738850","23407077"
"235980","¸ÞµåÆÑÅä","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","62700","800","1.29","62000","63500","61500","62452","3910704400","1285998443400","20510342"
"200580","¸Þµð½êÀÌ","KONEX","ÀÏ¹Ý±â¾÷ºÎ","14000","50","0.36","13950","14000","13950","301","4211600","52165106000","3726079"
"041920","¸Þµð¾Æ³ª","KOSDAQ","¿ì·®±â¾÷ºÎ","11800","200","1.72","11600","11800","11500","21320","249101000","102075852800","8650496"
"233250","¸Þµð¾Èµð³ë½ºÆ½","KONEX","ÀÏ¹Ý±â¾÷ºÎ","36000","50","0.14","35850","36000","34500","12","429000","62875224000","1746534"
"014100","¸Þµð¾Ó½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","6200","0","0.00","0","0","0","0","0","73160000000","11800000"
"236340","¸ÞµðÁ¨ÈÞ¸ÕÄÉ¾î","KONEX","ÀÏ¹Ý±â¾÷ºÎ","5940","-50","-0.83","5940","5940","5940","51","302940","14287963140","2405381"
"054180","¸ÞµðÄÛ½º","KOSDAQ","Áß°ß±â¾÷ºÎ","1600","90","5.96","1535","1600","1510","5015180","7781477510","118409080000","74005675"
"086900","¸ÞµðÅå½º","KOSDAQ","¿ì·®±â¾÷ºÎ","187000","4400","2.41","181500","187600","181500","42865","7955172900","1169569808000","6254384"
"078160","¸ÞµðÆ÷½ºÆ®","KOSDAQ","º¥Ã³±â¾÷ºÎ","27400","-250","-0.90","27700","27700","27050","105476","2884199600","445638915600","16264194"
"065650","¸ÞµðÇÁ·Ð","KOSDAQ","Áß°ß±â¾÷ºÎ","2840","20","0.71","2825","2865","2820","86683","245859120","123869323560","43615959"
"138040","¸Þ¸®Ã÷±ÝÀ¶ÁöÁÖ","KOSPI",,"30750","2000","6.96","28800","30850","28350","314189","9479818000","4120847290500","134011294"
"008560","¸Þ¸®Ã÷Áõ±Ç","KOSPI",,"5510","150","2.80","5280","5530","5280","2569976","14049386840","3756335490290","681730579"
"000060","¸Þ¸®Ã÷È­Àç","KOSPI",,"29200","2650","9.98","27750","29300","27400","1187018","33790009600","3522250000000","120625000"
"021880","¸ÞÀÌ½¼Ä³ÇÇÅ»","KOSDAQ","Áß°ß±â¾÷ºÎ","568","1","0.18","560","570","557","151642","85407874","85872743744","151184408"
"140410","¸ÞÁö¿Â","KOSDAQ","Áß°ß±â¾÷ºÎ","182400","-1600","-0.87","184000","184300","178000","103344","18664523500","1623397574400","8900206"
"241770","¸ÞÄ«·Î","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","10850","0","0.00","10800","10950","10700","7346","79514150","110091044000","10146640"
"090370","¸ÞÅ¸·¦½º","KOSPI",,"1085","10","0.93","1075","1090","1060","225540","241377350","71483395690","65883314"
"059210","¸ÞÅ¸¹ÙÀÌ¿À¸Þµå","KOSDAQ","º¥Ã³±â¾÷ºÎ","3305","45","1.38","3465","3465","3265","591892","1978572740","78865070055","23862351"
"058110","¸ß¾ÆÀÌ¾¾¿¡½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","12050","-350","-2.82","12500","12550","12050","85970","1052437550","193408886500","16050530"
"096640","¸áÆÄ½º","KOSDAQ","Áß°ß±â¾÷ºÎ","4495","85","1.93","4485","4535","4150","1824895","7963223590","162475078825","36145735"
"017180","¸í¹®Á¦¾à","KOSPI",,"5560","20","0.36","5590","5590","5470","175834","973012310","188781204240","33953454"
"257370","¸í¼ºÆ¼¿£¿¡½º","KOSDAQ","ÅõÀÚÁÖÀÇÈ¯±âÁ¾¸ñ(¼Ò¼ÓºÎ¾øÀ½)","9210","0","0.00","0","0","0","0","0","59319850890","6440809"
"009900","¸í½Å»ê¾÷","KOSPI",,"31100","200","0.65","30850","31550","30550","932007","29050586300","1631821136300","52470133"
"267060","¸íÁøÈ¦µù½º","KONEX","ÀÏ¹Ý±â¾÷ºÎ","579","75","14.88","510","579","506","54575","31147613","5102355861","8812359"
"012690","¸ð³ª¸®ÀÚ","KOSPI",,"4600","20","0.44","4565","4610","4550","73656","337722980","168227773000","36571255"
"005360","¸ð³ª¹Ì","KOSPI",,"5190","90","1.76","5100","5200","5060","147555","759678330","98077023330","18897307"
"080420","¸ð´ÙÀÌ³ëÄ¨","KOSDAQ","¿ì·®±â¾÷ºÎ","3550","85","2.45","3465","3555","3420","69654","245147885","283011758100","79721622"
"080160","¸ðµÎÅõ¾î","KOSDAQ","Áß°ß±â¾÷ºÎ","25050","200","0.80","25000","25650","24800","202559","5106406000","473445000000","18900000"
"204210","¸ðµÎÅõ¾î¸®Ã÷","KOSPI",,"4000","-20","-0.50","3965","4010","3965","24734","98666005","31307260000","7826815"
"100030","¸ð¹ÙÀÏ¸®´õ","KOSDAQ","Áß°ß±â¾÷ºÎ","21050","450","2.18","20700","21050","20600","4480","93278500","69122179700","3283714"
"087260","¸ð¹ÙÀÏ¾îÇÃ¶óÀÌ¾ð½º","KOSDAQ","º¥Ã³±â¾÷ºÎ","4000","30","0.76","3995","4025","3970","182267","728993300","129849784000","32462446"
"101330","¸ðº£ÀÌ½º","KOSDAQ","Áß°ß±â¾÷ºÎ","3820","60","1.60","3780","3930","3745","140592","542199650","91520278160","23958188"
"012860","¸ðº£ÀÌ½ºÀüÀÚ","KOSDAQ","Áß°ß±â¾÷ºÎ","2135","20","0.95","2110","2155","2090","168068","355869690","140489654795","65803117"
"348030","¸ðºñ¸¯½º","KOSDAQ","Áß°ß±â¾÷ºÎ","22400","900","4.19","21500","22500","21500","154064","3410008400","208409600000","9304000"
"250060","¸ðºñ½º","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","2550","0","0.00","2550","2565","2520","82385","209425125","82036850700","32171314"
"033200","¸ð¾ÆÅØ","KOSDAQ","Áß°ß±â¾÷ºÎ","8230","-10","-0.12","8370","8370","8170","17925","147608260","117945652550","14331185"
"009680","¸ðÅä´Ð","KOSPI",,"12400","350","2.90","12250","12400","11900","177727","2172902000","409200000000","33000000"
"118990","¸ðÆ®·º½º","KOSDAQ","Áß°ß±â¾÷ºÎ","6210","50","0.81","6210","6270","6150","460838","2858874430","252663891570","40686617"
"006920","¸ðÇîÁî","KOSDAQ","Áß°ß±â¾÷ºÎ","5820","200","3.56","5590","5900","5560","214313","1245545400","63554400000","10920000"
"009580","¹«¸²P&P","KOSPI",,"4770","10","0.21","4805","4805","4710","64277","305867040","297496905480","62368324"
"001810","¹«¸²SP","KOSDAQ","¿ì·®±â¾÷ºÎ","3575","-10","-0.28","3625","3625","3550","43469","155554870","79141562500","22137500"
"009200","¹«¸²ÆäÀÌÆÛ","KOSPI",,"2975","20","0.68","2970","2995","2950","59803","177531690","123787697250","41609310"
"322970","¹«Áø¸Þµð","KONEX","ÀÏ¹Ý±â¾÷ºÎ","5290","-60","-1.12","5340","5340","5250","1656","8725890","35862909620","6779378"
"033920","¹«ÇÐ","KOSPI",,"8850","1350","18.00","7510","9690","7510","2087754","18801620970","252225000000","28500000"
"008420","¹®¹èÃ¶°­","KOSPI",,"4775","45","0.95","4720","4815","4690","212110","1013304805","97904236375","20503505"
"279600","¹Ìµð¾îÁ¨","KOSDAQ","±â¼ú¼ºÀå±â¾÷ºÎ","14200","0","0.00","14300","14450","14050","19905","282854300","66523890200","4684781"
"095500","¹Ì·¡³ª³ëÅØ","KOSDAQ","¿ì·®±â¾÷ºÎ","4325","90","2.13","4215","4325","4190","179643","764589835","124631487925","28816529"
"025560","¹Ì·¡»ê¾÷","KOSPI",,"14800","700","4.96","14150","15000","14150","76062","1113210000","65889703600","4452007"
"218150","¹Ì·¡»ý¸íÀÚ¿ø","KOSDAQ","º¥Ã³±â¾÷ºÎ","4005","-10","-0.25","4035","4035","3990","44418","177938115","74779069140","18671428"
"007120","¹Ì·¡¾ÆÀÌ¾ØÁö","KOSPI",,"566","6","1.07","553","570","553","717108","404721179","73288027768","129484148"
"353490","¹Ì·¡¿¡¼Â´ë¿ì½ºÆÑ 5È£","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2220","20","0.91","2215","2220","2185","72254","158784710","11233200000","5060000"
"328380","¹Ì·¡¿¡¼Â´ë¿ì½ºÆÑ3È£","KOSDAQ","SPAC(¼Ò¼ÓºÎ¾øÀ½)","2210","20","0.91","2200","2210","2180","58849","129478195","14325220000","6482000"
